gene_id,chrom,pos,gene_name
ENSG00000198914.5,chr2,104855930,POU3F3
ENSG00000229743.4,chr2,104869001,LINC01159
ENSG00000269707.2,chr2,104890504,AC018730.1
ENSG00000287135.1,chr2,104932635,AC010884.1
ENSG00000224509.2,chr2,104987368,MRPS9-AS2
ENSG00000135972.9,chr2,105069014,MRPS9
ENSG00000231851.6,chr2,105097702,MRPS9-AS1
ENSG00000226508.1,chr2,105144768,LINC01918
ENSG00000135973.3,chr2,105242605,GPR45
ENSG00000272861.1,chr2,105249599,AC012360.2
ENSG00000135966.13,chr2,105297063,TGFBRAP1
ENSG00000235319.1,chr2,105327370,AC012360.1
ENSG00000272994.1,chr2,105335751,C2orf49-DT
ENSG00000135974.10,chr2,105343372,C2orf49
ENSG00000238273.3,chr2,105370938,AC108058.1
ENSG00000115641.19,chr2,105398112,FHL2
ENSG00000287036.1,chr2,105605595,AC018802.1
ENSG00000287308.1,chr2,105618892,AC018802.2
ENSG00000071051.14,chr2,105819593,NCK2
ENSG00000235522.6,chr2,105851856,AC010978.1
ENSG00000234162.3,chr2,105918448,AC009505.1
ENSG00000119147.10,chr2,106070700,ECRG4
ENSG00000115652.15,chr2,106143804,UXS1
ENSG00000233339.1,chr2,106181670,AC018878.1
ENSG00000273595.1,chr2,106207754,AC092106.1
ENSG00000213295.3,chr2,106247555,RPL22P10
ENSG00000224061.1,chr2,106253474,SRSF3P4
ENSG00000230353.5,chr2,106288928,RPS21P2
ENSG00000233939.1,chr2,106304976,RPL27AP4
ENSG00000227513.1,chr2,106345000,ILRUNP1
ENSG00000229682.1,chr2,106368542,AC114755.1
ENSG00000235486.1,chr2,106373986,ANAPC1P6
ENSG00000240935.6,chr2,106387601,PLGLA
ENSG00000153165.19,chr2,106429852,RGPD3
ENSG00000237666.2,chr2,106474234,AC097527.1
ENSG00000254126.8,chr2,106515830,CD8B2
ENSG00000231505.1,chr2,106529991,AC108868.1
ENSG00000232001.2,chr2,106532930,AC108868.2
ENSG00000214199.3,chr2,106698004,EEF1A1P12
ENSG00000238250.1,chr2,106823977,ST6GAL2-IT1
ENSG00000227294.1,chr2,106837836,AC016994.1
ENSG00000144057.15,chr2,106844354,ST6GAL2
ENSG00000229360.1,chr2,106941181,PPP1R2P5
ENSG00000226905.1,chr2,106963434,AC005040.1
ENSG00000286218.2,chr2,106965136,AC005040.2
ENSG00000229457.1,chr2,107310282,LINC01789
ENSG00000225588.2,chr2,107384806,AC096669.1
ENSG00000224568.2,chr2,107542896,LINC01886
ENSG00000237880.2,chr2,107565492,LINC01885
ENSG00000286769.1,chr2,107722839,AC064869.1
ENSG00000232991.5,chr2,107788120,GACAT1
ENSG00000230651.8,chr2,107824977,RGPD4-AS1
ENSG00000196862.10,chr2,107859718,RGPD4
ENSG00000233494.1,chr2,107903066,AC009963.2
ENSG00000227270.1,chr2,107904102,AC009963.1
ENSG00000237745.1,chr2,107915117,RPL22P8
ENSG00000235325.1,chr2,107921006,SRSF3P5
ENSG00000115665.9,chr2,108000258,SLC5A7
ENSG00000231221.1,chr2,108050978,LINC01593
ENSG00000229890.1,chr2,108099301,ACTP1
ENSG00000225328.2,chr2,108192506,LINC01594
ENSG00000236877.2,chr2,108226173,SETD6P1
ENSG00000196228.4,chr2,108252661,SULT1C3
ENSG00000227597.1,chr2,108277377,WASF1P1
ENSG00000198203.10,chr2,108299277,SULT1C2
ENSG00000261209.1,chr2,108318168,SULT1C2P2
ENSG00000237223.6,chr2,108338018,SULT1C2P1
ENSG00000271070.1,chr2,108367527,GMCL1P2
ENSG00000198075.10,chr2,108383450,SULT1C4
ENSG00000271284.1,chr2,108423748,SMIM12P1
ENSG00000135968.21,chr2,108479303,GCC2
ENSG00000214184.3,chr2,108520856,GCC2-AS1
ENSG00000169756.16,chr2,108610800,LIMS1
ENSG00000228763.1,chr2,108677698,LIMS1-AS1
ENSG00000233648.1,chr2,108694822,AC010095.1
ENSG00000235644.1,chr2,108712581,RPL10P5
ENSG00000153201.16,chr2,108752646,RANBP2
ENSG00000163006.12,chr2,108836117,CCDC138
ENSG00000227470.1,chr2,108878384,RPL39P16
ENSG00000135960.10,chr2,108941922,EDAR
ENSG00000277628.1,chr2,109124483,Metazoa_SRP
ENSG00000259863.1,chr2,109128128,SH3RF3-AS1
ENSG00000264934.1,chr2,109141539,MIR4265
ENSG00000228551.1,chr2,109251534,SNRPGP9
ENSG00000265965.1,chr2,109313598,MIR4266
ENSG00000172985.11,chr2,109316920,SH3RF3
ENSG00000237916.1,chr2,109552691,RPL37P12
ENSG00000186522.15,chr2,109578471,SEPTIN10
ENSG00000230696.1,chr2,109600196,AC011753.2
ENSG00000198142.5,chr2,109616677,SOWAHC
ENSG00000230603.1,chr2,109665476,AC011753.1
ENSG00000231099.1,chr2,109667565,BMS1P19
ENSG00000233307.1,chr2,109732934,SRSF3P6
ENSG00000233707.3,chr2,109737331,RPL22P11
ENSG00000282033.1,chr2,109759582,AC074387.1
ENSG00000015568.13,chr2,109825232,RGPD5
ENSG00000256977.12,chr2,109911648,LIMS3
ENSG00000284337.1,chr2,109933494,AC013271.1
ENSG00000186148.13,chr2,109953623,AC013268.1
ENSG00000283684.1,chr2,109961281,AC013268.5
ENSG00000240069.1,chr2,109984523,GPAA1P1
ENSG00000225108.1,chr2,109987666,ZBTB45P1
ENSG00000204588.5,chr2,109991602,LINC01123
ENSG00000235721.1,chr2,110009229,AC013268.3
ENSG00000229730.2,chr2,110012433,AC013268.2
ENSG00000283283.2,chr2,110036256,AC013268.4
ENSG00000265682.1,chr2,110070002,MIR4267
ENSG00000264979.1,chr2,110086478,MIR4436B1
ENSG00000144063.4,chr2,110099946,MALL
ENSG00000144061.14,chr2,110163688,NPHP1
ENSG00000233370.1,chr2,110184616,ACTR1AP1
ENSG00000175701.11,chr2,110228474,MTLN
ENSG00000261760.8,chr2,110251578,AC140479.3
ENSG00000282304.1,chr2,110265724,AC140479.4
ENSG00000282785.1,chr2,110282644,MALLP1
ENSG00000263881.1,chr2,110284898,MIR4436B2
ENSG00000283167.2,chr2,110335172,AC140479.5
ENSG00000226991.2,chr2,110358958,AC140479.1
ENSG00000230650.1,chr2,110362172,AC140479.2
ENSG00000175772.11,chr2,110379790,LINC01106
ENSG00000226065.1,chr2,110383877,ZBTB45P2
ENSG00000230596.3,chr2,110387270,GPAA1P2
ENSG00000273471.1,chr2,110410042,AC112229.4
ENSG00000184115.17,chr2,110416286,AC112229.1
ENSG00000257207.5,chr2,110438004,AC112229.3
ENSG00000227574.2,chr2,110450153,AC112229.2
ENSG00000256671.6,chr2,110459858,LIMS4
ENSG00000231583.1,chr2,110500168,AC108938.1
ENSG00000183054.12,chr2,110545512,RGPD6
ENSG00000231536.1,chr2,110611660,AC226101.1
ENSG00000216867.2,chr2,110634140,RPL22P12
ENSG00000169679.15,chr2,110657796,BUB1
ENSG00000235881.2,chr2,110713085,AC114776.1
ENSG00000153093.20,chr2,110926574,ACOXL
ENSG00000236330.1,chr2,110968276,RPL5P9
ENSG00000204581.3,chr2,111107376,ACOXL-AS1
ENSG00000153094.24,chr2,111143912,BCL2L11
ENSG00000230499.1,chr2,111201228,AC108463.2
ENSG00000227992.1,chr2,111205090,AC108463.1
ENSG00000271590.1,chr2,111211736,AC108463.3
ENSG00000172965.17,chr2,111264696,MIR4435-2HG
ENSG00000270190.1,chr2,111267170,AC068491.2
ENSG00000229118.1,chr2,111272582,AC068491.1
ENSG00000226928.1,chr2,111295838,RPS14P4
ENSG00000266139.2,chr2,111321050,MIR4435-2
ENSG00000223973.2,chr2,111384372,PAFAH1B1P2
ENSG00000240350.3,chr2,111531123,SOCAR
ENSG00000280878.1,chr2,111553388,AC017002.2
ENSG00000271635.1,chr2,111559175,DBF4P2
ENSG00000285016.1,chr2,111564178,AC017002.3
ENSG00000225744.1,chr2,111610180,AC017002.1
ENSG00000237583.1,chr2,111675184,RPL34P8
ENSG00000227842.1,chr2,111717672,AC093166.1
ENSG00000228615.1,chr2,111743624,CENPNP2
ENSG00000153107.13,chr2,111748164,ANAPC1
ENSG00000266063.1,chr2,111771098,MIR4771-2
ENSG00000230958.1,chr2,111866102,AC093166.2
ENSG00000236307.2,chr2,111888328,EEF1E1P1
ENSG00000240183.3,chr2,111930321,RN7SL297P
ENSG00000225496.1,chr2,111940669,RTRAFP1
ENSG00000232277.1,chr2,111952408,SLC30A6P1
ENSG00000153208.17,chr2,111964084,MERTK
ENSG00000286904.1,chr2,112047358,AC093675.1
ENSG00000287141.1,chr2,112062396,AC093675.2
ENSG00000153214.11,chr2,112087294,TMEM87B
ENSG00000144152.13,chr2,112163302,FBLN7
ENSG00000278962.1,chr2,112189500,AC092645.1
ENSG00000144161.13,chr2,112233332,ZC3H8
ENSG00000286545.1,chr2,112241998,AC092645.2
ENSG00000235258.1,chr2,112286240,NDUFB4P6
ENSG00000188177.14,chr2,112307830,ZC3H6
ENSG00000236555.1,chr2,112346134,AC115115.1
ENSG00000169629.12,chr2,112401428,RGPD8
ENSG00000283698.1,chr2,112454500,VINAC1P
ENSG00000114999.8,chr2,112511948,TTL
ENSG00000125630.16,chr2,112560866,POLR1B
ENSG00000207383.1,chr2,112579534,Y_RNA
ENSG00000125611.15,chr2,112586758,CHCHD5
ENSG00000228251.1,chr2,112591368,AC012442.1
ENSG00000243389.1,chr2,112601736,AC012442.2
ENSG00000231747.1,chr2,112621988,AC079922.1
ENSG00000237753.2,chr2,112643776,AC079922.2
ENSG00000144136.11,chr2,112654882,SLC20A1
ENSG00000144130.11,chr2,112732182,NT5DC4
ENSG00000169607.13,chr2,112750506,CKAP2L
ENSG00000115008.6,chr2,112779209,IL1A
ENSG00000287937.1,chr2,112820766,AC079753.2
ENSG00000125538.12,chr2,112833284,IL1B
ENSG00000280228.1,chr2,112842262,AC079753.1
ENSG00000180152.3,chr2,112853725,XIAPP3
ENSG00000125571.9,chr2,112915926,IL37
ENSG00000227368.1,chr2,112932898,CDK8P2
ENSG00000136688.11,chr2,112979430,IL36G
ENSG00000236124.1,chr2,112981300,HMGN2P23
ENSG00000232090.2,chr2,112995727,POLR2DP1
ENSG00000136694.9,chr2,113006752,IL36A
ENSG00000136696.11,chr2,113037478,IL36B
ENSG00000136695.15,chr2,113062010,IL36RN
ENSG00000136697.13,chr2,113071906,IL1F10
ENSG00000201805.1,chr2,113086858,RNU6-1180P
ENSG00000136689.19,chr2,113120615,IL1RN
ENSG00000234174.1,chr2,113173448,AC016683.1
ENSG00000125637.16,chr2,113183360,PSD4
ENSG00000189223.15,chr2,113244001,PAX8-AS1
ENSG00000125618.18,chr2,113247459,PAX8
ENSG00000234997.2,chr2,113375460,AC016745.1
ENSG00000231292.6,chr2,113406634,IGKV1OR2-108
ENSG00000272563.1,chr2,113434321,AC016745.2
ENSG00000136682.15,chr2,113466948,CBWD2
ENSG00000184492.6,chr2,113499910,FOXD4L1
ENSG00000234148.3,chr2,113513855,LINC01961
ENSG00000231943.9,chr2,113534765,PGM5P4-AS1
ENSG00000225398.3,chr2,113552618,PGM5P4
ENSG00000226516.7,chr2,113578117,FAM138B
ENSG00000287165.1,chr2,113582753,AL078621.2
ENSG00000221055.1,chr2,113583028,MIR1302-3
ENSG00000146556.14,chr2,113593796,WASH2P
ENSG00000236397.3,chr2,113600148,DDX11L2
ENSG00000279267.1,chr2,113606888,AL078621.1
ENSG00000240356.6,chr2,113618796,RPL23AP7
ENSG00000144134.18,chr2,113635312,RABL2A
ENSG00000144158.4,chr2,113658292,SNRPA1P1
ENSG00000175509.8,chr2,113668050,ACRP1
ENSG00000233479.1,chr2,113671178,AC017074.2
ENSG00000202427.1,chr2,113681164,RNU6-744P
ENSG00000227359.1,chr2,113690890,AC017074.1
ENSG00000265429.3,chr2,113721329,MIR4782
ENSG00000115084.15,chr2,113730852,SLC35F5
ENSG00000244063.1,chr2,113830254,AC104653.2
ENSG00000228857.2,chr2,113837202,AC104653.1
ENSG00000270019.1,chr2,113888976,AC110769.2
ENSG00000279957.1,chr2,113904672,AC110769.3
ENSG00000115091.12,chr2,113926330,ACTR3
ENSG00000243179.1,chr2,113981584,AC110769.1
ENSG00000234199.3,chr2,113989012,LINC01191
ENSG00000212182.2,chr2,114005548,U3
ENSG00000286513.1,chr2,114116034,AC010982.2
ENSG00000235242.1,chr2,114122784,AC010982.1
ENSG00000231926.1,chr2,114260638,SEPHS1P7
ENSG00000222923.1,chr2,114420214,RNU2-41P
ENSG00000231538.1,chr2,114830990,DPP10-AS3
ENSG00000235717.1,chr2,114834709,DPP10-AS2
ENSG00000286776.1,chr2,115089223,AC093610.1
ENSG00000235026.6,chr2,115144003,DPP10-AS1
ENSG00000175497.17,chr2,115144040,DPP10
ENSG00000230391.1,chr2,115468497,RPSAP23
ENSG00000287451.1,chr2,115887710,AC016721.1
ENSG00000271667.1,chr2,116687302,AC104408.1
ENSG00000224869.1,chr2,116726612,AC062016.1
ENSG00000226341.1,chr2,116751403,MTCYBP39
ENSG00000235871.1,chr2,116818424,AC062016.2
ENSG00000230158.1,chr2,117024392,MTND1P28
ENSG00000230950.1,chr2,117025598,MTND2P21
ENSG00000228898.1,chr2,117026780,MTCO1P43
ENSG00000239185.1,chr2,117139745,RNU7-190P
ENSG00000227291.1,chr2,117181227,AC092170.1
ENSG00000286370.1,chr2,117537926,AC064856.1
ENSG00000238207.2,chr2,117779156,AC009312.1
ENSG00000088205.13,chr2,117823534,DDX18
ENSG00000236255.2,chr2,117837798,AC009404.1
ENSG00000125631.7,chr2,117897184,HTR5BP
ENSG00000224967.1,chr2,117934407,AC009303.1
ENSG00000125633.11,chr2,117964806,CCDC93
ENSG00000272895.1,chr2,117999112,AC009303.3
ENSG00000279227.1,chr2,118014924,AC009303.4
ENSG00000243510.3,chr2,118016527,RN7SL111P
ENSG00000235066.7,chr2,118025215,AC009303.2
ENSG00000125629.15,chr2,118099724,INSIG2
ENSG00000226856.7,chr2,118177189,THORLNC
ENSG00000258910.3,chr2,118801038,LINC01956
ENSG00000163064.7,chr2,118844910,EN1
ENSG00000259094.1,chr2,118951144,AC013457.1
ENSG00000019169.11,chr2,118968427,MARCO
ENSG00000144119.4,chr2,119157497,C1QL2
ENSG00000264833.1,chr2,119169968,RN7SL468P
ENSG00000115107.20,chr2,119244742,STEAP3
ENSG00000229867.2,chr2,119257568,STEAP3-AS1
ENSG00000186132.15,chr2,119334530,C2orf76
ENSG00000155368.16,chr2,119369740,DBI
ENSG00000171227.7,chr2,119434202,TMEM37
ENSG00000231013.2,chr2,119481887,SCTR-AS1
ENSG00000080293.10,chr2,119482572,SCTR
ENSG00000163075.13,chr2,119603342,CFAP221
ENSG00000144120.13,chr2,119682837,TMEM177
ENSG00000229326.3,chr2,119699387,RPL17P15
ENSG00000088179.9,chr2,119872410,PTPN4
ENSG00000233741.1,chr2,119993405,RPL27P7
ENSG00000115109.14,chr2,120096098,EPB41L5
ENSG00000202046.1,chr2,120192301,Y_RNA
ENSG00000224789.1,chr2,120195714,AC012363.1
ENSG00000236878.1,chr2,120211384,MTATP6P26
ENSG00000227788.1,chr2,120212294,MTCO3P43
ENSG00000233286.1,chr2,120213105,MTND3P10
ENSG00000243104.1,chr2,120213488,MTND4LP14
ENSG00000234065.2,chr2,120214310,MTND4P26
ENSG00000223549.1,chr2,120216230,MTND5P28
ENSG00000226479.4,chr2,120220440,TMEM185B
ENSG00000144118.14,chr2,120267387,RALB
ENSG00000235840.1,chr2,120322652,AC012363.2
ENSG00000163083.6,chr2,120348970,INHBB
ENSG00000280409.1,chr2,120465276,LINC01101
ENSG00000237614.3,chr2,120544077,AC073257.2
ENSG00000232140.2,chr2,120555300,AC073257.1
ENSG00000201006.1,chr2,120651324,Y_RNA
ENSG00000229774.1,chr2,120698576,AC018866.1
ENSG00000074047.22,chr2,120864138,GLI2
ENSG00000271709.1,chr2,120866890,AC017033.1
ENSG00000201584.1,chr2,121040660,Y_RNA
ENSG00000234455.1,chr2,121085082,AC067960.1
ENSG00000236145.1,chr2,121180454,AC079988.1
ENSG00000115112.8,chr2,121250894,TFCP2L1
ENSG00000232723.1,chr2,121310204,RPS17P7
ENSG00000074054.20,chr2,121493626,CLASP1
ENSG00000264229.1,chr2,121530944,RNU4ATAC
ENSG00000265451.1,chr2,121531564,AC012447.1
ENSG00000222467.1,chr2,121603118,Y_RNA
ENSG00000230993.1,chr2,121658724,RPL12P15
ENSG00000236859.7,chr2,121688942,NIFK-AS1
ENSG00000279721.1,chr2,121688958,AC018737.2
ENSG00000213239.3,chr2,121708814,NPM1P32
ENSG00000155438.12,chr2,121731928,NIFK
ENSG00000270798.1,chr2,121744700,AC018737.1
ENSG00000211460.12,chr2,121752478,TSN
ENSG00000224655.7,chr2,121794548,LINC01823
ENSG00000286481.1,chr2,122395096,AC011246.1
ENSG00000287871.1,chr2,122504242,AC073632.1
ENSG00000237856.1,chr2,123066522,AC062020.1
ENSG00000232740.1,chr2,123069816,LINC01826
ENSG00000287854.1,chr2,123430090,AC073409.2
ENSG00000226708.1,chr2,123443856,AC073409.1
ENSG00000235640.1,chr2,123696349,ELOAP1
ENSG00000227738.1,chr2,123762621,PSMD14P1
ENSG00000279874.1,chr2,123850608,AC064859.1
ENSG00000223118.1,chr2,123869413,RN7SKP102
ENSG00000228400.2,chr2,124018578,AC079154.1
ENSG00000155052.14,chr2,124470287,CNTNAP5
ENSG00000238046.1,chr2,124680819,MTND5P22
ENSG00000286384.1,chr2,124695886,AC019159.2
ENSG00000270815.1,chr2,124778547,AC019159.1
ENSG00000252674.1,chr2,124932968,RNA5SP102
ENSG00000206726.1,chr2,124989272,RNU6-259P
ENSG00000286206.1,chr2,125691240,AC097499.2
ENSG00000235491.1,chr2,125738406,LINC01889
ENSG00000224410.1,chr2,125823212,AC097499.1
ENSG00000226813.3,chr2,126113892,LINC01941
ENSG00000286515.1,chr2,126178978,AC142116.2
ENSG00000236655.1,chr2,126311696,SLC6A14P3
ENSG00000235774.2,chr2,126326243,AC023347.1
ENSG00000213236.3,chr2,126557798,YWHAZP2
ENSG00000288524.1,chr2,126643470,AC013474.2
ENSG00000136732.16,chr2,126676400,GYPC
ENSG00000235128.1,chr2,126680021,AC013474.1
ENSG00000206963.1,chr2,126702890,RNU6-675P
ENSG00000237524.10,chr2,126900480,TEX51
ENSG00000238788.1,chr2,127017452,RNU7-182P
ENSG00000260634.1,chr2,127024988,AC012508.2
ENSG00000260163.1,chr2,127027448,AC012508.1
ENSG00000286971.1,chr2,127029407,AC012508.3
ENSG00000136717.15,chr2,127077658,BIN1
ENSG00000286400.1,chr2,127142884,AC110926.1
ENSG00000237630.1,chr2,127170121,NIFKP9
ENSG00000186684.14,chr2,127202072,CYP27C1
ENSG00000226789.1,chr2,127248670,WBP11P2
ENSG00000163161.14,chr2,127275728,ERCC3
ENSG00000200250.1,chr2,127316926,RNU6-1147P
ENSG00000286145.2,chr2,127334644,AC068282.1
ENSG00000169967.16,chr2,127343598,MAP3K2
ENSG00000236682.2,chr2,127394382,MAP3K2-DT
ENSG00000287742.1,chr2,127407476,AC068282.2
ENSG00000264075.1,chr2,127423578,MIR4783
ENSG00000115718.18,chr2,127423834,PROC
ENSG00000202429.1,chr2,127472324,RNU4-48P
ENSG00000163166.15,chr2,127481546,IWS1
ENSG00000231731.7,chr2,127485008,AC010976.1
ENSG00000169994.18,chr2,127586766,MYO7B
ENSG00000272789.1,chr2,127626422,AC010976.2
ENSG00000144230.16,chr2,127649252,GPR17
ENSG00000072163.20,chr2,127660084,LIMS2
ENSG00000173349.6,chr2,127703370,SFT2D3
ENSG00000136709.12,chr2,127756107,WDR33
ENSG00000201470.1,chr2,127798950,RNY4P7
ENSG00000200390.1,chr2,127829800,Y_RNA
ENSG00000274010.1,chr2,127841184,ZFP91P1
ENSG00000202532.1,chr2,127845288,RNU6-395P
ENSG00000244563.1,chr2,127846910,RPS26P19
ENSG00000144231.11,chr2,127850854,POLR2D
ENSG00000273950.1,chr2,127857018,Metazoa_SRP
ENSG00000144233.11,chr2,127873798,AMMECR1L
ENSG00000272667.1,chr2,127886870,AC012306.2
ENSG00000286873.1,chr2,127890780,AC012306.3
ENSG00000204399.3,chr2,127931384,AC012306.1
ENSG00000136715.19,chr2,127984668,SAP130
ENSG00000234044.1,chr2,128067300,AC108059.2
ENSG00000200432.1,chr2,128067850,Y_RNA
ENSG00000229173.1,chr2,128140154,SRMP3
ENSG00000136731.13,chr2,128143438,UGGT1
ENSG00000232101.1,chr2,128151229,AC108059.1
ENSG00000229758.2,chr2,128200048,DYNLT3P2
ENSG00000185631.7,chr2,128203568,RPL14P6
ENSG00000238180.1,chr2,128217830,RPL21P34
ENSG00000136720.7,chr2,128277792,HS6ST1
ENSG00000252742.1,chr2,128350878,Y_RNA
ENSG00000238379.1,chr2,128445140,RNA5SP103
ENSG00000227653.1,chr2,128518982,ISCA1P6
ENSG00000237532.1,chr2,128581034,AC012451.1
ENSG00000238277.1,chr2,129067786,AC068483.1
ENSG00000204460.3,chr2,129258010,LINC01854
ENSG00000233428.1,chr2,129496542,PPIAP65
ENSG00000229536.3,chr2,129851395,LINC02572
ENSG00000286957.1,chr2,129881168,AC079776.5
ENSG00000214100.8,chr2,129928590,PLAC9P1
ENSG00000237574.1,chr2,129934940,LINC01856
ENSG00000234559.1,chr2,129940032,RPL22P7
ENSG00000225449.3,chr2,129973529,RAB6C-AS1
ENSG00000222014.6,chr2,129981202,RAB6C
ENSG00000284619.1,chr2,129989344,AC079776.3
ENSG00000250207.1,chr2,129992854,AC079776.2
ENSG00000217289.3,chr2,129993464,AC079776.1
ENSG00000231147.2,chr2,130007662,ARHGAP42P2
ENSG00000286026.1,chr2,130009434,AC079776.4
ENSG00000180178.11,chr2,130026312,FAR2P1
ENSG00000231240.1,chr2,130037690,KLF2P1
ENSG00000286058.1,chr2,130038988,AC018865.2
ENSG00000248313.1,chr2,130048933,CYP4F27P
ENSG00000228471.1,chr2,130082156,AC018865.1
ENSG00000196604.13,chr2,130101378,POTEF
ENSG00000224087.1,chr2,130108712,POTEF-AS1
ENSG00000252223.1,chr2,130109257,RNU6-1049P
ENSG00000223760.4,chr2,130134519,MED15P9
ENSG00000152076.19,chr2,130142210,CCDC74B
ENSG00000136699.20,chr2,130167071,SMPD4
ENSG00000152082.15,chr2,130186233,MZT2B
ENSG00000152086.9,chr2,130195092,TUBA3E
ENSG00000227632.2,chr2,130207470,AC018804.1
ENSG00000230756.1,chr2,130213180,RHOQP3
ENSG00000213225.7,chr2,130230742,NOC2LP1
ENSG00000234398.1,chr2,130247370,AC134915.1
ENSG00000236595.1,chr2,130252064,MED15P5
ENSG00000237722.2,chr2,130271356,MTND1P29
ENSG00000231954.1,chr2,130272995,MTND2P22
ENSG00000236211.1,chr2,130274678,MTCO1P7
ENSG00000230496.1,chr2,130275924,MTCO2P7
ENSG00000232990.2,chr2,130276847,MTATP6P7
ENSG00000249997.1,chr2,130277570,MTCO3P7
ENSG00000283940.1,chr2,130278206,MTND3P15
ENSG00000284171.1,chr2,130278592,AC068137.1
ENSG00000230548.1,chr2,130279434,MTND4P27
ENSG00000234934.1,chr2,130281202,MTND5P29
ENSG00000248136.1,chr2,130282346,MTND6P8
ENSG00000233550.1,chr2,130283004,MTCYBP8
ENSG00000226915.1,chr2,130294114,RPL19P4
ENSG00000271435.1,chr2,130314172,TEKT4P3
ENSG00000224352.1,chr2,130330214,AC132479.1
ENSG00000136710.10,chr2,130340316,CCDC115
ENSG00000136718.10,chr2,130345422,IMP4
ENSG00000072135.13,chr2,130365725,PTPN18
ENSG00000178162.8,chr2,130424059,FAR2P2
ENSG00000230646.1,chr2,130428478,KLF2P2
ENSG00000239402.3,chr2,130435620,CYP4F62P
ENSG00000196834.13,chr2,130484581,POTEI
ENSG00000251973.1,chr2,130497796,RNU6-473P
ENSG00000274711.1,chr2,130517180,Metazoa_SRP
ENSG00000225819.1,chr2,130521344,AC013269.2
ENSG00000152093.8,chr2,130524900,CFC1B
ENSG00000225341.1,chr2,130533728,AC013269.1
ENSG00000184761.8,chr2,130544489,PRSS40B
ENSG00000183292.13,chr2,130577495,PRSS40A
ENSG00000232408.1,chr2,130587006,AC140481.2
ENSG00000136698.10,chr2,130595870,CFC1
ENSG00000277668.1,chr2,130603592,Metazoa_SRP
ENSG00000251757.1,chr2,130622891,RNU6-848P
ENSG00000222038.4,chr2,130634738,POTEJ
ENSG00000214081.8,chr2,130682956,CYP4F30P
ENSG00000282944.1,chr2,130686460,AC140481.3
ENSG00000223349.1,chr2,130693006,KLF2P3
ENSG00000240253.6,chr2,130704482,FAR2P3
ENSG00000173302.5,chr2,130729703,GPR148
ENSG00000229797.2,chr2,130749419,AC140481.1
ENSG00000178171.11,chr2,130761837,AMER3
ENSG00000232503.1,chr2,130776802,CYCSP8
ENSG00000233221.7,chr2,130833986,AC133785.1
ENSG00000281159.1,chr2,130929822,AC112786.1
ENSG00000281516.1,chr2,130929823,AC112786.2
ENSG00000136002.20,chr2,130942088,ARHGEF4
ENSG00000284479.1,chr2,131035177,SMIM39
ENSG00000152102.18,chr2,131070668,FAM168B
ENSG00000230450.1,chr2,131178282,NEK2P4
ENSG00000225448.1,chr2,131181261,AC009477.1
ENSG00000236956.2,chr2,131193920,NF1P8
ENSG00000285819.1,chr2,131200426,AC131180.1
ENSG00000248796.1,chr2,131202042,MED15P8
ENSG00000115762.16,chr2,131229278,PLEKHB2
ENSG00000212199.1,chr2,131229660,RNU6-127P
ENSG00000188219.14,chr2,131241672,POTEE
ENSG00000231431.7,chr2,131294179,FAR2P4
ENSG00000236516.1,chr2,131299832,KLF2P4
ENSG00000284604.1,chr2,131329360,AC073869.5
ENSG00000227817.4,chr2,131329516,ARHGAP42P1
ENSG00000284706.1,chr2,131345636,AC073869.7
ENSG00000224425.2,chr2,131352726,SSBP3P2
ENSG00000233087.7,chr2,131362626,RAB6D
ENSG00000283303.1,chr2,131364122,AC073869.3
ENSG00000233285.1,chr2,131369386,MTCYBP10
ENSG00000227275.1,chr2,131370043,MTND6P10
ENSG00000235080.2,chr2,131371190,MTND5P23
ENSG00000231777.1,chr2,131372972,MTND4P21
ENSG00000284003.1,chr2,131376661,AC073869.4
ENSG00000283865.1,chr2,131379913,MTND3P18
ENSG00000227661.1,chr2,131380533,MTCO3P18
ENSG00000236590.1,chr2,131381253,MTATP6P4
ENSG00000234480.1,chr2,131382168,MTCO2P18
ENSG00000237910.1,chr2,131383352,MTCO1P18
ENSG00000234939.1,chr2,131384976,MTND2P18
ENSG00000234576.2,chr2,131386007,MTND1P26
ENSG00000226831.1,chr2,131395380,MED15P3
ENSG00000276460.1,chr2,131399844,AC073869.2
ENSG00000223631.2,chr2,131406414,LINC01120
ENSG00000284659.1,chr2,131419724,AC073869.6
ENSG00000214077.4,chr2,131424334,GNAQP1
ENSG00000217950.4,chr2,131443616,NOC2LP2
ENSG00000232742.3,chr2,131461288,RHOQP2
ENSG00000273073.1,chr2,131462718,AC073869.1
ENSG00000173272.16,chr2,131478822,MZT2A
ENSG00000075886.11,chr2,131479526,TUBA3D
ENSG00000284149.1,chr2,131491198,MIR4784
ENSG00000152117.17,chr2,131507193,SMPD4BP
ENSG00000163040.15,chr2,131530670,CCDC74A
ENSG00000224679.1,chr2,131536088,MED15P4
ENSG00000286208.1,chr2,131561803,AC093838.1
ENSG00000251956.1,chr2,131602843,RNU6-617P
ENSG00000204434.6,chr2,131609950,POTEKP
ENSG00000224559.2,chr2,131643320,LINC01087
ENSG00000270930.1,chr2,131647538,GRAMD4P8
ENSG00000288031.1,chr2,131695173,AC093838.2
ENSG00000287151.1,chr2,131707697,C2orf27A
ENSG00000213222.3,chr2,131723766,TOMM40P4
ENSG00000197927.13,chr2,131737043,NBEAP2
